KOD GUS;rok;powiat;podregion;województwo;ID powiat;ID podreg;ID woj.;id;XA03;XA04;XA05;XA06;XA17;XA19;XA20;XA21;XA28;XA29;XA30;XA45;XA46;XB03;XB14;XB17;XB23;XB24;XC05
5020101000.00;1995.00;Powiat bolesławiecki; jeleniogórsko-wałbrzyski;Dolnośląskie;201.00;1.00;2.00;1;670.00;8798.00;8127.00;NA;NA;25478.00;53179.00;10750.00;3970.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020102000.00;1995.00;Powiat dzierżoniowski; jeleniogórsko-wałbrzyski;Dolnośląskie;202.00;1.00;2.00;2;553.00;13769.00;8915.00;NA;NA;29314.00;67108.00;17388.00;6089.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020203000.00;1995.00;Powiat głogowski; legnicki;Dolnośląskie;203.00;2.00;2.00;3;577.00;11401.00;11514.00;NA;NA;27469.00;56537.00;7367.00;5558.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020204000.00;1995.00;Powiat górowski; legnicki;Dolnośląskie;204.00;2.00;2.00;4;902.00;2706.00;2899.00;NA;NA;11354.00;21315.00;5157.00;1414.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020105000.00;1995.00;Powiat jaworski; jeleniogórsko-wałbrzyski;Dolnośląskie;205.00;1.00;2.00;5;522.00;5039.00;4807.00;NA;NA;15979.00;31540.00;7395.00;2483.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020106000.00;1995.00;Powiat jeleniogórski; jeleniogórsko-wałbrzyski;Dolnośląskie;206.00;1.00;2.00;6;380.00;6768.00;6853.00;NA;NA;17627.00;40158.00;9898.00;4478.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020107000.00;1995.00;Powiat kamiennogórski; jeleniogórsko-wałbrzyski;Dolnośląskie;207.00;1.00;2.00;7;203.00;5897.00;4620.00;NA;NA;13424.00;29063.00;7099.00;2058.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020108000.00;1995.00;Powiat kłodzki; jeleniogórsko-wałbrzyski;Dolnośląskie;208.00;1.00;2.00;8;1131.00;16481.00;22730.00;NA;NA;48116.00;107669.00;26882.00;6093.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020209000.00;1995.00;Powiat legnicki; legnicki;Dolnośląskie;209.00;2.00;2.00;9;929.00;4637.00;4511.00;NA;NA;15544.00;31457.00;7641.00;2492.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020110000.00;1995.00;Powiat lubański; jeleniogórsko-wałbrzyski;Dolnośląskie;210.00;1.00;2.00;10;317.00;6320.00;6139.00;NA;NA;16775.00;34865.00;8754.00;2878.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020211000.00;1995.00;Powiat lubiński; legnicki;Dolnośląskie;211.00;2.00;2.00;11;670.00;12152.00;13550.00;NA;NA;30903.00;70812.00;8954.00;5838.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020112000.00;1995.00;Powiat lwówecki; jeleniogórsko-wałbrzyski;Dolnośląskie;212.00;1.00;2.00;12;265.00;3543.00;4787.00;NA;NA;14556.00;29291.00;8027.00;2000.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020313000.00;1995.00;Powiat milicki; wrocławski;Dolnośląskie;213.00;3.00;2.00;13;539.00;2492.00;3697.00;NA;NA;11351.00;20840.00;4691.00;1151.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020314000.00;1995.00;Powiat oleśnicki; wrocławski;Dolnośląskie;214.00;3.00;2.00;14;853.00;10691.00;9202.00;NA;NA;30536.00;61315.00;12278.00;5170.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020315000.00;1995.00;Powiat oławski; wrocławski;Dolnośląskie;215.00;3.00;2.00;15;693.00;7599.00;6849.00;NA;NA;20343.00;43477.00;7814.00;3609.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020216000.00;1995.00;Powiat polkowicki; legnicki;Dolnośląskie;216.00;2.00;2.00;16;494.00;21133.00;5433.00;NA;NA;18459.00;36432.00;6016.00;2255.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020117000.00;1995.00;Powiat strzeliński; jeleniogórsko-wałbrzyski;Dolnośląskie;217.00;1.00;2.00;17;912.00;2812.00;3878.00;NA;NA;12741.00;26526.00;6998.00;1633.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020318000.00;1995.00;Powiat średzki; wrocławski;Dolnośląskie;218.00;3.00;2.00;18;500.00;2862.00;3586.00;NA;NA;13892.00;28383.00;6879.00;2152.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020119000.00;1995.00;Powiat świdnicki; jeleniogórsko-wałbrzyski;Dolnośląskie;219.00;1.00;2.00;19;2008.00;25179.00;16077.00;NA;NA;45292.00;100728.00;22710.00;6218.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020320000.00;1995.00;Powiat trzebnicki; wrocławski;Dolnośląskie;220.00;3.00;2.00;20;1139.00;4415.00;5882.00;NA;NA;21881.00;43343.00;9801.00;3277.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020121000.00;1995.00;Powiat wałbrzyski; jeleniogórsko-wałbrzyski;Dolnośląskie;221.00;1.00;2.00;21;697.00;3984.00;4623.00;NA;NA;16432.00;36728.00;9992.00;6099.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020222000.00;1995.00;Powiat wołowski; legnicki;Dolnośląskie;222.00;2.00;2.00;22;385.00;5476.00;5682.00;NA;NA;13785.00;28851.00;7107.00;1614.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020323000.00;1995.00;Powiat wrocławski; wrocławski;Dolnośląskie;223.00;3.00;2.00;23;1743.00;5543.00;5743.00;NA;NA;26409.00;52841.00;12644.00;4868.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020124000.00;1995.00;Powiat ząbkowicki; jeleniogórsko-wałbrzyski;Dolnośląskie;224.00;1.00;2.00;24;895.00;6040.00;7651.00;NA;NA;20012.00;42677.00;11357.00;2908.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020125000.00;1995.00;Powiat zgorzelecki; jeleniogórsko-wałbrzyski;Dolnośląskie;225.00;1.00;2.00;25;525.00;17280.00;11459.00;NA;NA;28037.00;60513.00;12717.00;4338.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020126000.00;1995.00;Powiat złotoryjski; jeleniogórsko-wałbrzyski;Dolnośląskie;226.00;1.00;2.00;26;599.00;3976.00;4203.00;NA;NA;14279.00;27334.00;6404.00;2299.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020161000.00;1995.00;Powiat m.Jelenia Góra; jeleniogórsko-wałbrzyski;Dolnośląskie;261.00;1.00;2.00;27;207.00;10056.00;18399.00;NA;NA;21942.00;57715.00;13803.00;8303.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020262000.00;1995.00;Powiat m.Legnica; legnicki;Dolnośląskie;262.00;2.00;2.00;28;98.00;13826.00;20031.00;NA;NA;27992.00;66755.00;13188.00;7695.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020464000.00;1995.00;Powiat m.Wrocław; m. Wrocław;Dolnośląskie;264.00;4.00;2.00;29;875.00;79026.00;134692.00;NA;NA;142456.00;400442.00;99076.00;61344.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040601000.00;1995.00;Powiat aleksandrowski; toruńsko-wrocławski;Kujawsko-Pomorskie;401.00;6.00;4.00;30;440.00;1886.00;6889.00;NA;NA;15624.00;32591.00;8435.00;2410.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040602000.00;1995.00;Powiat brodnicki; toruńsko-wrocławski;Kujawsko-Pomorskie;402.00;6.00;4.00;31;956.00;5143.00;6145.00;NA;NA;23548.00;41632.00;10139.00;2255.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040503000.00;1995.00;Powiat bydgoski; bydgoski;Kujawsko-Pomorskie;403.00;5.00;4.00;32;965.00;6361.00;6402.00;NA;NA;24831.00;47797.00;9848.00;4411.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040604000.00;1995.00;Powiat chełmiński; toruńsko-wrocławski;Kujawsko-Pomorskie;404.00;6.00;4.00;33;713.00;4309.00;4489.00;NA;NA;16158.00;30364.00;6547.00;2214.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040605000.00;1995.00;Powiat golubsko-dobrzyński; toruńsko-wrocławski;Kujawsko-Pomorskie;405.00;6.00;4.00;34;322.00;1522.00;3141.00;NA;NA;13938.00;25201.00;6006.00;1373.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040606000.00;1995.00;Powiat grudziądzki; toruńsko-wrocławski;Kujawsko-Pomorskie;406.00;6.00;4.00;35;1164.00;1802.00;1850.00;NA;NA;12445.00;22077.00;4793.00;887.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040507000.00;1995.00;Powiat inowrocławski; bydgoski;Kujawsko-Pomorskie;407.00;5.00;4.00;36;2073.00;18285.00;18291.00;NA;NA;48400.00;99821.00;21405.00;8263.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040608000.00;1995.00;Powiat lipnowski; toruńsko-wrocławski;Kujawsko-Pomorskie;408.00;6.00;4.00;37;261.00;2140.00;5223.00;NA;NA;21040.00;37992.00;9492.00;2094.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040509000.00;1995.00;Powiat mogileński; bydgoski;Kujawsko-Pomorskie;409.00;5.00;4.00;38;968.00;3375.00;3852.00;NA;NA;14020.00;27242.00;6295.00;1821.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040510000.00;1995.00;Powiat nakielski; bydgoski;Kujawsko-Pomorskie;410.00;5.00;4.00;39;1633.00;5644.00;7165.00;NA;NA;26278.00;48254.00;9792.00;3944.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040611000.00;1995.00;Powiat radziejowski; toruńsko-wrocławski;Kujawsko-Pomorskie;411.00;6.00;4.00;40;457.00;1523.00;3592.00;NA;NA;12881.00;25074.00;6883.00;1773.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040612000.00;1995.00;Powiat rypiński; toruńsko-wrocławski;Kujawsko-Pomorskie;412.00;6.00;4.00;41;118.00;2713.00;3571.00;NA;NA;13794.00;25443.00;6642.00;2124.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040513000.00;1995.00;Powiat sępoleński; bydgoski;Kujawsko-Pomorskie;413.00;5.00;4.00;42;999.00;1966.00;3486.00;NA;NA;13299.00;23223.00;5347.00;1727.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040514000.00;1995.00;Powiat świecki; bydgoski;Kujawsko-Pomorskie;414.00;5.00;4.00;43;1102.00;8994.00;9008.00;NA;NA;29589.00;57974.00;11921.00;3684.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040615000.00;1995.00;Powiat toruński; toruńsko-wrocławski;Kujawsko-Pomorskie;415.00;6.00;4.00;44;1163.00;4038.00;4670.00;NA;NA;24676.00;45402.00;9819.00;2926.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040516000.00;1995.00;Powiat tucholski; bydgoski;Kujawsko-Pomorskie;416.00;5.00;4.00;45;881.00;3262.00;3657.00;NA;NA;14914.00;26550.00;5999.00;1829.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040617000.00;1995.00;Powiat wąbrzeski; toruńsko-wrocławski;Kujawsko-Pomorskie;417.00;6.00;4.00;46;378.00;2113.00;2829.00;NA;NA;10578.00;20364.00;4885.00;1129.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040618000.00;1995.00;Powiat włocławski; toruńsko-wrocławski;Kujawsko-Pomorskie;418.00;6.00;4.00;47;954.00;2565.00;4838.00;NA;NA;24379.00;49496.00;13841.00;2675.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040519000.00;1995.00;Powiat żniński; bydgoski;Kujawsko-Pomorskie;419.00;5.00;4.00;48;1694.00;5789.00;5229.00;NA;NA;21125.00;41351.00;8676.00;3086.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040561000.00;1995.00;Powiat m.Bydgoszcz; bydgoski;Kujawsko-Pomorskie;461.00;5.00;4.00;49;532.00;54360.00;63909.00;NA;NA;95841.00;237514.00;52701.00;31233.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040662000.00;1995.00;Powiat m.Grudziądz; toruńsko-wrocławski;Kujawsko-Pomorskie;462.00;6.00;4.00;50;55.00;10877.00;13843.00;NA;NA;28075.00;61519.00;13403.00;3790.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040663000.00;1995.00;Powiat m.Toruń; toruńsko-wrocławski;Kujawsko-Pomorskie;463.00;6.00;4.00;51;257.00;33009.00;36959.00;NA;NA;53182.00;127488.00;23990.00;12934.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040664000.00;1995.00;Powiat m.Włocławek; toruńsko-wrocławski;Kujawsko-Pomorskie;464.00;6.00;4.00;52;210.00;18847.00;17967.00;NA;NA;32796.00;76106.00;14232.00;9792.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060701000.00;1995.00;Powiat bialski; bialskopodlaski;Lubelskie;601.00;7.00;6.00;53;1264.00;3859.00;11311.00;NA;NA;35029.00;62341.00;21615.00;2971.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060802000.00;1995.00;Powiat biłgorajski; chełmsko-zamojski;Lubelskie;602.00;8.00;6.00;54;610.00;5529.00;8386.00;NA;NA;31750.00;57441.00;16769.00;4173.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060803000.00;1995.00;Powiat chełmski; chełmsko-zamojski;Lubelskie;603.00;8.00;6.00;55;731.00;1961.00;4209.00;NA;NA;22707.00;41001.00;14360.00;1682.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060804000.00;1995.00;Powiat hrubieszowski; chełmsko-zamojski;Lubelskie;604.00;8.00;6.00;56;1062.00;2393.00;6603.00;NA;NA;22139.00;42195.00;12677.00;1696.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060905000.00;1995.00;Powiat janowski; lubelski;Lubelskie;605.00;9.00;6.00;57;274.00;2170.00;3997.00;NA;NA;14271.00;27558.00;8796.00;1277.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060806000.00;1995.00;Powiat krasnostawski; chełmsko-zamojski;Lubelskie;606.00;8.00;6.00;58;719.00;4584.00;6590.00;NA;NA;21777.00;44624.00;16909.00;2316.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060907000.00;1995.00;Powiat kraśnicki; lubelski;Lubelskie;607.00;9.00;6.00;59;363.00;8710.00;8089.00;NA;NA;28764.00;57740.00;17349.00;3301.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060908000.00;1995.00;Powiat lubartowski; lubelski;Lubelskie;608.00;9.00;6.00;60;360.00;4409.00;7441.00;NA;NA;26845.00;51132.00;15575.00;2558.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060909000.00;1995.00;Powiat lubelski; lubelski;Lubelskie;609.00;9.00;6.00;61;774.00;3948.00;7156.00;NA;NA;37483.00;73228.00;23521.00;3327.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060910000.00;1995.00;Powiat łęczyński; lubelski;Lubelskie;610.00;9.00;6.00;62;117.00;6546.00;3741.00;NA;NA;19190.00;30891.00;6946.00;1619.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060911000.00;1995.00;Powiat łukowski; lubelski;Lubelskie;611.00;9.00;6.00;63;230.00;6802.00;9223.00;NA;NA;36003.00;58645.00;16488.00;3503.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060912000.00;1995.00;Powiat opolski; lubelski;Lubelskie;612.00;9.00;6.00;64;144.00;3984.00;5055.00;NA;NA;18800.00;36515.00;11434.00;1254.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060713000.00;1995.00;Powiat parczewski; bialskopodlaski;Lubelskie;613.00;7.00;6.00;65;667.00;1424.00;3353.00;NA;NA;11803.00;20869.00;6863.00;1081.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060914000.00;1995.00;Powiat puławski; lubelski;Lubelskie;614.00;9.00;6.00;66;466.00;11808.00;13965.00;NA;NA;33011.00;72736.00;17751.00;3489.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060715000.00;1995.00;Powiat radzyński; bialskopodlaski;Lubelskie;615.00;7.00;6.00;67;200.00;2121.00;5568.00;NA;NA;19659.00;34460.00;10381.00;1940.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060916000.00;1995.00;Powiat rycki; lubelski;Lubelskie;616.00;9.00;6.00;68;213.00;2287.00;7363.00;NA;NA;19423.00;35151.00;9605.00;1331.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060917000.00;1995.00;Powiat świdnicki; lubelski;Lubelskie;617.00;9.00;6.00;69;274.00;7656.00;5323.00;NA;NA;19621.00;43830.00;10244.00;2659.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060818000.00;1995.00;Powiat tomaszowski; chełmsko-zamojski;Lubelskie;618.00;8.00;6.00;70;1303.00;3424.00;8198.00;NA;NA;28335.00;50408.00;15390.00;3445.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060719000.00;1995.00;Powiat włodawski; bialskopodlaski;Lubelskie;619.00;7.00;6.00;71;572.00;1984.00;4352.00;NA;NA;13229.00;23425.00;6635.00;1450.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060820000.00;1995.00;Powiat zamojski; chełmsko-zamojski;Lubelskie;620.00;8.00;6.00;72;402.00;2952.00;6755.00;NA;NA;31694.00;59715.00;22917.00;3035.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060761000.00;1995.00;Powiat m.Biała Podlaska; bialskopodlaski;Lubelskie;661.00;7.00;6.00;73;82.00;5693.00;11679.00;NA;NA;18364.00;32998.00;5091.00;3073.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060862000.00;1995.00;Powiat m.Chełm; chełmsko-zamojski;Lubelskie;662.00;8.00;6.00;74;59.00;6377.00;13245.00;NA;NA;20473.00;41560.00;7393.00;4722.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060963000.00;1995.00;Powiat m.Lublin; lubelski;Lubelskie;663.00;9.00;6.00;75;518.00;40537.00;78888.00;NA;NA;88132.00;221622.00;44798.00;26360.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060864000.00;1995.00;Powiat m.Zamość; chełmsko-zamojski;Lubelskie;664.00;8.00;6.00;76;99.00;6332.00;14994.00;NA;NA;21002.00;39149.00;6383.00;5743.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081001000.00;1995.00;Powiat gorzowski; gorzowski;Lubuskie;801.00;10.00;8.00;77;774.00;4293.00;5272.00;NA;NA;18898.00;35277.00;7460.00;2917.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081102000.00;1995.00;Powiat krośnieński; zielonogórski;Lubuskie;802.00;11.00;8.00;78;900.00;4311.00;4993.00;NA;NA;17874.00;35068.00;6937.00;2932.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081003000.00;1995.00;Powiat międzyrzecki; gorzowski;Lubuskie;803.00;10.00;8.00;79;1011.00;4324.00;6408.00;NA;NA;18014.00;35508.00;7367.00;2704.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081104000.00;1995.00;Powiat nowosolski; zielonogórski;Lubuskie;804.00;11.00;8.00;80;1836.00;12029.00;11023.00;NA;NA;37832.00;73388.00;16005.00;7725.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081005000.00;1995.00;Powiat słubicki; gorzowski;Lubuskie;805.00;10.00;8.00;81;1034.00;3203.00;7409.00;NA;NA;13963.00;27559.00;5250.00;3060.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081006000.00;1995.00;Powiat strzelecko-drezdenecki; gorzowski;Lubuskie;806.00;10.00;8.00;82;1122.00;4354.00;3903.00;NA;NA;15536.00;29282.00;6416.00;2020.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081007000.00;1995.00;Powiat sulęciński; gorzowski;Lubuskie;807.00;10.00;8.00;83;631.00;2066.00;3676.00;NA;NA;10712.00;20244.00;4711.00;1296.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081108000.00;1995.00;Powiat świebodziński; zielonogórski;Lubuskie;808.00;11.00;8.00;84;1133.00;5322.00;8048.00;NA;NA;17419.00;32895.00;7409.00;2924.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081109000.00;1995.00;Powiat zielonogórski; zielonogórski;Lubuskie;809.00;11.00;8.00;85;917.00;6544.00;6541.00;NA;NA;25996.00;49091.00;9740.00;5064.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081110000.00;1995.00;Powiat żagański; zielonogórski;Lubuskie;810.00;11.00;8.00;86;942.00;7742.00;8125.00;NA;NA;25026.00;49051.00;11335.00;4142.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081111000.00;1995.00;Powiat żarski; zielonogórski;Lubuskie;811.00;11.00;8.00;87;835.00;8925.00;10299.00;NA;NA;30051.00;59102.00;13067.00;5616.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081112000.00;1995.00;Powiat wschowski; zielonogórski;Lubuskie;812.00;11.00;8.00;88;NA;NA;0.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081061000.00;1995.00;Powiat m.Gorzów Wielkopolski; gorzowski;Lubuskie;861.00;10.00;8.00;89;352.00;19796.00;22685.00;NA;NA;34126.00;77011.00;13642.00;10097.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4081162000.00;1995.00;Powiat m.Zielona Góra; zielonogórski;Lubuskie;862.00;11.00;8.00;90;186.00;15476.00;27354.00;NA;NA;29678.00;73097.00;13554.00;13574.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101301000.00;1995.00;Powiat bełchatowski; piotrkowsko-skierniewicki;Łódzkie;1001.00;13.00;10.00;91;299.00;23705.00;10116.00;NA;NA;35268.00;62432.00;12286.00;6257.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101202000.00;1995.00;Powiat kutnowski; łódzki;Łódzkie;1002.00;12.00;10.00;92;856.00;11449.00;12581.00;NA;NA;29305.00;66841.00;17118.00;3854.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101203000.00;1995.00;Powiat łaski; łódzki;Łódzkie;1003.00;12.00;10.00;93;128.00;3917.00;4598.00;NA;NA;14163.00;30585.00;8275.00;2105.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101204000.00;1995.00;Powiat łęczycki; łódzki;Łódzkie;1004.00;12.00;10.00;94;345.00;2262.00;4410.00;NA;NA;15203.00;33214.00;10150.00;1725.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101305000.00;1995.00;Powiat łowicki; piotrkowsko-skierniewicki;Łódzkie;1005.00;13.00;10.00;95;691.00;4683.00;8186.00;NA;NA;23036.00;49553.00;14575.00;3561.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101206000.00;1995.00;Powiat łódzki wschodni; łódzki;Łódzkie;1006.00;12.00;10.00;96;316.00;6098.00;8784.00;NA;NA;23720.00;54080.00;14435.00;6097.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101307000.00;1995.00;Powiat opoczyński; piotrkowsko-skierniewicki;Łódzkie;1007.00;13.00;10.00;97;199.00;7591.00;7055.00;NA;NA;24146.00;44104.00;12471.00;3089.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101208000.00;1995.00;Powiat pabianicki; łódzki;Łódzkie;1008.00;12.00;10.00;98;201.00;18554.00;10893.00;NA;NA;28830.00;73079.00;19727.00;8289.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101309000.00;1995.00;Powiat pajęczański; piotrkowsko-skierniewicki;Łódzkie;1009.00;13.00;10.00;99;349.00;3171.00;3258.00;NA;NA;15251.00;30955.00;9573.00;1722.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101310000.00;1995.00;Powiat piotrkowski; piotrkowsko-skierniewicki;Łódzkie;1010.00;13.00;10.00;100;698.00;3419.00;4093.00;NA;NA;25457.00;51467.00;16483.00;2345.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101211000.00;1995.00;Powiat poddębicki; łódzki;Łódzkie;1011.00;12.00;10.00;101;424.00;2444.00;3017.00;NA;NA;11720.00;25681.00;8160.00;1496.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101312000.00;1995.00;Powiat radomszczański; piotrkowsko-skierniewicki;Łódzkie;1012.00;13.00;10.00;102;743.00;10243.00;10515.00;NA;NA;32646.00;71268.00;20436.00;5441.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101313000.00;1995.00;Powiat rawski; piotrkowsko-skierniewicki;Łódzkie;1013.00;13.00;10.00;103;446.00;4251.00;4051.00;NA;NA;14942.00;29188.00;7711.00;1754.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101214000.00;1995.00;Powiat sieradzki; łódzki;Łódzkie;1014.00;12.00;10.00;104;570.00;7488.00;13875.00;NA;NA;35466.00;71078.00;18934.00;4236.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101315000.00;1995.00;Powiat skierniewicki; piotrkowsko-skierniewicki;Łódzkie;1015.00;13.00;10.00;105;262.00;1089.00;1818.00;NA;NA;10698.00;21370.00;7743.00;1060.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101316000.00;1995.00;Powiat tomaszowski; piotrkowsko-skierniewicki;Łódzkie;1016.00;13.00;10.00;106;385.00;13697.00;10663.00;NA;NA;32943.00;73629.00;20057.00;7448.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101217000.00;1995.00;Powiat wieluński; łódzki;Łódzkie;1017.00;12.00;10.00;107;300.00;5283.00;7037.00;NA;NA;22314.00;46137.00;13158.00;2128.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101218000.00;1995.00;Powiat wieruszowski; łódzki;Łódzkie;1018.00;12.00;10.00;108;219.00;4136.00;2735.00;NA;NA;12164.00;23876.00;7113.00;2254.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101219000.00;1995.00;Powiat zduńskowolski; łódzki;Łódzkie;1019.00;12.00;10.00;109;122.00;8395.00;8055.00;NA;NA;19270.00;40288.00;9730.00;3287.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101220000.00;1995.00;Powiat zgierski; łódzki;Łódzkie;1020.00;12.00;10.00;110;461.00;15637.00;15289.00;NA;NA;39288.00;97844.00;24631.00;10276.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1101221000.00;1995.00;Powiat brzeziński; łódzki;Łódzkie;1021.00;12.00;10.00;111;NA;NA;0.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
